#name=basidiomycota_odb10
#domain=eukaryota
#creation_date=2020-09-10
#number_of_BUSCOs=1764
#number_of_species=133
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
30133at5204	RNA-binding domain superfamily	https://www.orthodb.org/v10?query=30133at5204
37752at5204	Chorismate synthase	https://www.orthodb.org/v10?query=37752at5204
54046at5204	Pkinase-domain-containing protein	https://www.orthodb.org/v10?query=54046at5204
88307at5204	ribosomal protein L22e	https://www.orthodb.org/v10?query=88307at5204
34691at5204	Transmembrane 9 superfamily member	https://www.orthodb.org/v10?query=34691at5204
83888at5204	transcription factor IIA, alpha/beta subunit	https://www.orthodb.org/v10?query=83888at5204
60394at5204	Tyrosine--tRNA ligase	https://www.orthodb.org/v10?query=60394at5204
8251at5204	ARM repeat-containing protein	https://www.orthodb.org/v10?query=8251at5204
88418at5204	ribosomal protein L28e	https://www.orthodb.org/v10?query=88418at5204
2136at5204	Glycogen debranching enzyme	https://www.orthodb.org/v10?query=2136at5204
75911at5204	V-ATPase proteolipid subunit	https://www.orthodb.org/v10?query=75911at5204
53888at5204	SEP domain	https://www.orthodb.org/v10?query=53888at5204
31153at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=31153at5204
69580at5204	acyltransferase-domain-containing protein	https://www.orthodb.org/v10?query=69580at5204
3856at5204	Tubulin-specific chaperone D	https://www.orthodb.org/v10?query=3856at5204
49954at5204	GRASP55/65	https://www.orthodb.org/v10?query=49954at5204
475at5204	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=475at5204
35010at5204	Isocitrate dehydrogenase 	https://www.orthodb.org/v10?query=35010at5204
50541at5204	glycosyltransferase family 50 protein	https://www.orthodb.org/v10?query=50541at5204
76437at5204	Chalcone isomerase	https://www.orthodb.org/v10?query=76437at5204
9490at5204	ATP-dependent helicase, C-terminal	https://www.orthodb.org/v10?query=9490at5204
50911at5204	recyclin-1	https://www.orthodb.org/v10?query=50911at5204
12314at5204	Methylglyoxal synthase-like domain	https://www.orthodb.org/v10?query=12314at5204
85486at5204	chaperonin GroES	https://www.orthodb.org/v10?query=85486at5204
2709at5204	Structural maintenance of chromosomes protein	https://www.orthodb.org/v10?query=2709at5204
16564at5204	NTF2-like protein	https://www.orthodb.org/v10?query=16564at5204
53236at5204	U4/U6 small nuclear ribonucleoprotein PRP3	https://www.orthodb.org/v10?query=53236at5204
65542at5204	Zinc finger, CCCH-type	https://www.orthodb.org/v10?query=65542at5204
373at5204	Serine/threonine-protein kinase Tel1	https://www.orthodb.org/v10?query=373at5204
20710at5204	nitrogen permease regulator 2	https://www.orthodb.org/v10?query=20710at5204
74584at5204	Per1-like protein	https://www.orthodb.org/v10?query=74584at5204
17993at5204	RNA helicase	https://www.orthodb.org/v10?query=17993at5204
37839at5204	Histidinol-phosphate aminotransferase	https://www.orthodb.org/v10?query=37839at5204
67476at5204	Peptidyl-prolyl cis-trans isomerase	https://www.orthodb.org/v10?query=67476at5204
38341at5204	GTPase activating protein	https://www.orthodb.org/v10?query=38341at5204
26772at5204	Acyl-CoA dehydrogenase/oxidase, N-terminal	https://www.orthodb.org/v10?query=26772at5204
68150at5204	vacuole protein	https://www.orthodb.org/v10?query=68150at5204
6240at5204	DNA helicase	https://www.orthodb.org/v10?query=6240at5204
287at5204	cytoplasmic protein	https://www.orthodb.org/v10?query=287at5204
14138at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=14138at5204
4735at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=4735at5204
1027at5204	anaphase promoting complex subunit 1	https://www.orthodb.org/v10?query=1027at5204
76353at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=76353at5204
82328at5204	Ribosomal protein S10	https://www.orthodb.org/v10?query=82328at5204
63724at5204	3,4-dihydroxy-2-butanone 4-phosphate synthase	https://www.orthodb.org/v10?query=63724at5204
70241at5204	Dynein family light intermediate chain	https://www.orthodb.org/v10?query=70241at5204
92328at5204	Translation machinery-associated protein 22	https://www.orthodb.org/v10?query=92328at5204
7582at5204	DNA mismatch repair protein	https://www.orthodb.org/v10?query=7582at5204
11156at5204	tRNA-dihydrouridine(47) synthase 	https://www.orthodb.org/v10?query=11156at5204
60023at5204	tRNA(His) guanylyltransferase	https://www.orthodb.org/v10?query=60023at5204
56356at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=56356at5204
19151at5204	FAD/NAD(P)-binding domain	https://www.orthodb.org/v10?query=19151at5204
26430at5204	cytoplasmic protein	https://www.orthodb.org/v10?query=26430at5204
14857at5204	Noc2-domain-containing protein	https://www.orthodb.org/v10?query=14857at5204
86780at5204	H/ACA ribonucleoprotein complex subunit	https://www.orthodb.org/v10?query=86780at5204
84878at5204	Ribosomal protein L30e	https://www.orthodb.org/v10?query=84878at5204
4188at5204	Mad3/Bub1 homology region 1	https://www.orthodb.org/v10?query=4188at5204
28664at5204	Nuclear pore complex protein Nup85	https://www.orthodb.org/v10?query=28664at5204
88056at5204	peroxisomal biogenesis factor 2	https://www.orthodb.org/v10?query=88056at5204
32021at5204	phosphatidylserine decarboxylase	https://www.orthodb.org/v10?query=32021at5204
39946at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=39946at5204
5260at5204	DNA repair protein	https://www.orthodb.org/v10?query=5260at5204
29126at5204	Nop domain	https://www.orthodb.org/v10?query=29126at5204
17086at5204	RNA-binding domain superfamily	https://www.orthodb.org/v10?query=17086at5204
32552at5204	homoserine O-acetyltransferase	https://www.orthodb.org/v10?query=32552at5204
81732at5204	ATP synthase F1, delta subunit	https://www.orthodb.org/v10?query=81732at5204
80683at5204	Alpha-ketoglutarate-dependent dioxygenase alkB homologue 6	https://www.orthodb.org/v10?query=80683at5204
71775at5204	Small GTPase superfamily, ARF/SAR type	https://www.orthodb.org/v10?query=71775at5204
79090at5204	DUF572-domain-containing protein	https://www.orthodb.org/v10?query=79090at5204
76266at5204	ribosomal protein S13	https://www.orthodb.org/v10?query=76266at5204
1065at5204	Rapamycin-insensitive companion of mTOR, domain 4	https://www.orthodb.org/v10?query=1065at5204
53261at5204	Adenosine kinase	https://www.orthodb.org/v10?query=53261at5204
54660at5204	cora-domain-containing protein	https://www.orthodb.org/v10?query=54660at5204
9024at5204	K Homology domain, type 1	https://www.orthodb.org/v10?query=9024at5204
56133at5204	vesicular-fusion protein SEC17	https://www.orthodb.org/v10?query=56133at5204
86477at5204	ribonucleoprotein-associated protein	https://www.orthodb.org/v10?query=86477at5204
74400at5204	Mediator of RNA polymerase II transcription subunit 7	https://www.orthodb.org/v10?query=74400at5204
17105at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=17105at5204
45358at5204	Gpi1-domain-containing protein	https://www.orthodb.org/v10?query=45358at5204
91312at5204	Ribosomal protein L37	https://www.orthodb.org/v10?query=91312at5204
33667at5204	MIF4G-like domain superfamily	https://www.orthodb.org/v10?query=33667at5204
82187at5204	Protein of unknown function DUF4112	https://www.orthodb.org/v10?query=82187at5204
4061at5204	KEN domain	https://www.orthodb.org/v10?query=4061at5204
63433at5204	Eukaryotic translation initiation factor 3 subunit G	https://www.orthodb.org/v10?query=63433at5204
34019at5204	zf-ZPR1-domain-containing protein	https://www.orthodb.org/v10?query=34019at5204
73849at5204	5-formyltetrahydrofolate cyclo-ligase	https://www.orthodb.org/v10?query=73849at5204
34442at5204	tRNA (guanine(37)-N1)-methyltransferase	https://www.orthodb.org/v10?query=34442at5204
3036at5204	Alanine--tRNA ligase	https://www.orthodb.org/v10?query=3036at5204
16102at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=16102at5204
65381at5204	vacuolar sorting protein	https://www.orthodb.org/v10?query=65381at5204
48738at5204	Proteasome subunit beta type	https://www.orthodb.org/v10?query=48738at5204
15281at5204	asparaginyl-tRNA synthetase	https://www.orthodb.org/v10?query=15281at5204
12478at5204	glycyl-tRNA synthetase	https://www.orthodb.org/v10?query=12478at5204
44937at5204	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	https://www.orthodb.org/v10?query=44937at5204
13974at5204	nuclear pore protein 84/107	https://www.orthodb.org/v10?query=13974at5204
49981at5204	Autophagy-related protein 3	https://www.orthodb.org/v10?query=49981at5204
12284at5204	Zinc finger, RING/FYVE/PHD-type	https://www.orthodb.org/v10?query=12284at5204
10800at5204	bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase	https://www.orthodb.org/v10?query=10800at5204
77208at5204	Rad1-domain-containing protein	https://www.orthodb.org/v10?query=77208at5204
58546at5204	integral membrane protein	https://www.orthodb.org/v10?query=58546at5204
62510at5204	ATP12-domain-containing protein	https://www.orthodb.org/v10?query=62510at5204
92565at5204	LSM domain, eukaryotic/archaea-type	https://www.orthodb.org/v10?query=92565at5204
69924at5204	Leucine carboxyl methyltransferase 1	https://www.orthodb.org/v10?query=69924at5204
47088at5204	splicing factor 3B subunit 2	https://www.orthodb.org/v10?query=47088at5204
15021at5204	chaperonin GroL	https://www.orthodb.org/v10?query=15021at5204
9853at5204	Vacuolar transporter chaperone 4	https://www.orthodb.org/v10?query=9853at5204
28058at5204	Phosphotransferase	https://www.orthodb.org/v10?query=28058at5204
34033at5204	inositol phosphorylsphingolipid-phospholipase C	https://www.orthodb.org/v10?query=34033at5204
13283at5204	tRNA guanosine-2'-O-methyltransferase	https://www.orthodb.org/v10?query=13283at5204
19372at5204	peptidase M24	https://www.orthodb.org/v10?query=19372at5204
11438at5204	Allantoicase	https://www.orthodb.org/v10?query=11438at5204
54793at5204	ribosomal protein S3	https://www.orthodb.org/v10?query=54793at5204
21531at5204	SGT1-domain-containing protein	https://www.orthodb.org/v10?query=21531at5204
52863at5204	mitochondrial carrier	https://www.orthodb.org/v10?query=52863at5204
89780at5204	transcription elongation factor B, polypeptide 1	https://www.orthodb.org/v10?query=89780at5204
11353at5204	Elongator complex protein 3	https://www.orthodb.org/v10?query=11353at5204
72531at5204	Peroxisomal biogenesis factor 11	https://www.orthodb.org/v10?query=72531at5204
19841at5204	Mannosyltransferase	https://www.orthodb.org/v10?query=19841at5204
69780at5204	NADH dehydrogenase 21 kDa subunit	https://www.orthodb.org/v10?query=69780at5204
10431at5204	heat shock protein 70	https://www.orthodb.org/v10?query=10431at5204
79949at5204	Vacuolar-sorting protein SNF7	https://www.orthodb.org/v10?query=79949at5204
82373at5204	DUF757-domain-containing protein	https://www.orthodb.org/v10?query=82373at5204
87313at5204	Ubiquitin-related modifier 1	https://www.orthodb.org/v10?query=87313at5204
39459at5204	L-asparaginase, N-terminal	https://www.orthodb.org/v10?query=39459at5204
69533at5204	cleavage and polyadenylation specific factor 5	https://www.orthodb.org/v10?query=69533at5204
87136at5204	small nuclear ribonucleoprotein Sm D2	https://www.orthodb.org/v10?query=87136at5204
66262at5204	DNA-binding protein	https://www.orthodb.org/v10?query=66262at5204
71810at5204	ESCRT-II complex vps25 subunit	https://www.orthodb.org/v10?query=71810at5204
271at5204	Phosphatidylinositol 3-/4-kinase, catalytic domain	https://www.orthodb.org/v10?query=271at5204
13366at5204	meiotic sister-chromatid recombination aldehyde dehydrogenase	https://www.orthodb.org/v10?query=13366at5204
82910at5204	ribosomal protein L24	https://www.orthodb.org/v10?query=82910at5204
57327at5204	SH3 domain	https://www.orthodb.org/v10?query=57327at5204
15142at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=15142at5204
79319at5204	40S ribosomal protein S12	https://www.orthodb.org/v10?query=79319at5204
3844at5204	Cation-transporting ATPase	https://www.orthodb.org/v10?query=3844at5204
5128at5204	TRAPP III complex, Trs85	https://www.orthodb.org/v10?query=5128at5204
28at5204	PIK-related kinase	https://www.orthodb.org/v10?query=28at5204
4741at5204	Calcium-transporting ATPase	https://www.orthodb.org/v10?query=4741at5204
56245at5204	dephospho-CoA kinase	https://www.orthodb.org/v10?query=56245at5204
73025at5204	TFIID-18kDa-domain-containing protein	https://www.orthodb.org/v10?query=73025at5204
48554at5204	exosome complex exonuclease rrp4	https://www.orthodb.org/v10?query=48554at5204
78084at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=78084at5204
36686at5204	kinesin-domain-containing protein	https://www.orthodb.org/v10?query=36686at5204
54020at5204	tRNA methyltransferase TRM10-type domain	https://www.orthodb.org/v10?query=54020at5204
51662at5204	ubiquinol-cytochrome c reductase core subunit 2	https://www.orthodb.org/v10?query=51662at5204
3208at5204	Calcium-transporting ATPase	https://www.orthodb.org/v10?query=3208at5204
2590at5204	Formate-tetrahydrofolate ligase, FTHFS	https://www.orthodb.org/v10?query=2590at5204
36587at5204	Peroxin-3	https://www.orthodb.org/v10?query=36587at5204
61882at5204	TRAPP I complex	https://www.orthodb.org/v10?query=61882at5204
2963at5204	K Homology domain, type 1	https://www.orthodb.org/v10?query=2963at5204
58403at5204	Rab-GTPase-TBC domain	https://www.orthodb.org/v10?query=58403at5204
46247at5204	Zinc finger, RING-type	https://www.orthodb.org/v10?query=46247at5204
27307at5204	Cactin	https://www.orthodb.org/v10?query=27307at5204
4324at5204	Chromo domain	https://www.orthodb.org/v10?query=4324at5204
49101at5204	Protein BTN	https://www.orthodb.org/v10?query=49101at5204
64881at5204	Translocon-associated alpha	https://www.orthodb.org/v10?query=64881at5204
49957at5204	predicted protein	https://www.orthodb.org/v10?query=49957at5204
74202at5204	26S proteasome non-ATPase regulatory subunit 8	https://www.orthodb.org/v10?query=74202at5204
67159at5204	Ribosomal protein L30, ferredoxin-like fold domain	https://www.orthodb.org/v10?query=67159at5204
78870at5204	ER membrane protein complex subunit 3	https://www.orthodb.org/v10?query=78870at5204
26054at5204	Ku, C-terminal	https://www.orthodb.org/v10?query=26054at5204
26631at5204	nucleotide-binding domain-containing protein	https://www.orthodb.org/v10?query=26631at5204
83548at5204	ribosomal protein L34e	https://www.orthodb.org/v10?query=83548at5204
66184at5204	PIN domain	https://www.orthodb.org/v10?query=66184at5204
29758at5204	R3H domain	https://www.orthodb.org/v10?query=29758at5204
45551at5204	SWR1-complex protein 4	https://www.orthodb.org/v10?query=45551at5204
20705at5204	CBS-domain-containing protein	https://www.orthodb.org/v10?query=20705at5204
19778at5204	Nop14-like protein	https://www.orthodb.org/v10?query=19778at5204
30936at5204	peroxisome targeting signal receptor	https://www.orthodb.org/v10?query=30936at5204
2877at5204	ubiquitin carboxyl-terminal hydrolase 5	https://www.orthodb.org/v10?query=2877at5204
23138at5204	DUF654-domain-containing protein	https://www.orthodb.org/v10?query=23138at5204
73090at5204	UPF0220-domain-containing protein	https://www.orthodb.org/v10?query=73090at5204
27709at5204	Uroporphyrinogen decarboxylase	https://www.orthodb.org/v10?query=27709at5204
31654at5204	Guanine nucleotide-binding protein subunit beta	https://www.orthodb.org/v10?query=31654at5204
26707at5204	cora-domain-containing protein	https://www.orthodb.org/v10?query=26707at5204
17771at5204	ATP synthase subunit beta	https://www.orthodb.org/v10?query=17771at5204
73189at5204	PIG-U-domain-containing protein	https://www.orthodb.org/v10?query=73189at5204
43329at5204	Thioredoxin reductase	https://www.orthodb.org/v10?query=43329at5204
13072at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=13072at5204
82066at5204	Nuclear cap-binding protein subunit 2	https://www.orthodb.org/v10?query=82066at5204
15417at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=15417at5204
4778at5204	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=4778at5204
30301at5204	Pre-mRNA-splicing factor PRP46	https://www.orthodb.org/v10?query=30301at5204
51020at5204	Minor histocompatibility antigen H13	https://www.orthodb.org/v10?query=51020at5204
38778at5204	Obg-like ATPase 1	https://www.orthodb.org/v10?query=38778at5204
36695at5204	Protein kinase	https://www.orthodb.org/v10?query=36695at5204
10602at5204	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II	https://www.orthodb.org/v10?query=10602at5204
36777at5204	Eukaryotic translation initiation factor 3 subunit I	https://www.orthodb.org/v10?query=36777at5204
18379at5204	Isocitrate lyase	https://www.orthodb.org/v10?query=18379at5204
23079at5204	clathrin adaptor mu subunit	https://www.orthodb.org/v10?query=23079at5204
60359at5204	Zinc finger, CCCH-type	https://www.orthodb.org/v10?query=60359at5204
15362at5204	oligopeptide transporter	https://www.orthodb.org/v10?query=15362at5204
51001at5204	Palmitoyltransferase	https://www.orthodb.org/v10?query=51001at5204
81861at5204	MTH1187/YkoF-like	https://www.orthodb.org/v10?query=81861at5204
26029at5204	actin-like ATPase domain-containing protein	https://www.orthodb.org/v10?query=26029at5204
34304at5204	ATPase	https://www.orthodb.org/v10?query=34304at5204
16789at5204	calcium/proton exchanger	https://www.orthodb.org/v10?query=16789at5204
91035at5204	mitochondrial import inner membrane translocase subunit TIM9	https://www.orthodb.org/v10?query=91035at5204
22564at5204	TRAPP II complex, TRAPPC10	https://www.orthodb.org/v10?query=22564at5204
79192at5204	coiled-coil domain-containing protein 55-domain containing protein	https://www.orthodb.org/v10?query=79192at5204
61307at5204	Ribosomal protein	https://www.orthodb.org/v10?query=61307at5204
10221at5204	SMCs flexible hinge	https://www.orthodb.org/v10?query=10221at5204
21805at5204	signal transducer	https://www.orthodb.org/v10?query=21805at5204
838at5204	Acetyl-CoA carboxylase	https://www.orthodb.org/v10?query=838at5204
19065at5204	Tripartite DENN domain	https://www.orthodb.org/v10?query=19065at5204
90406at5204	small nuclear ribonucleoprotein F	https://www.orthodb.org/v10?query=90406at5204
58222at5204	CTP-dependent diacylglycerol kinase 1	https://www.orthodb.org/v10?query=58222at5204
44258at5204	Ribonuclease	https://www.orthodb.org/v10?query=44258at5204
78121at5204	rRNA-processing protein EFG1	https://www.orthodb.org/v10?query=78121at5204
55322at5204	Armadillo-type fold	https://www.orthodb.org/v10?query=55322at5204
5390at5204	AAA ATPase	https://www.orthodb.org/v10?query=5390at5204
63008at5204	polymerase III polypeptide H	https://www.orthodb.org/v10?query=63008at5204
87970at5204	pre-mRNA branch site protein p14	https://www.orthodb.org/v10?query=87970at5204
16596at5204	ATP synthase subunit alpha	https://www.orthodb.org/v10?query=16596at5204
859at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=859at5204
77310at5204	Exosome complex component RRP43	https://www.orthodb.org/v10?query=77310at5204
56071at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=56071at5204
85524at5204	LSM domain, eukaryotic/archaea-type	https://www.orthodb.org/v10?query=85524at5204
5337at5204	spliceosome complex protein	https://www.orthodb.org/v10?query=5337at5204
65967at5204	Ribosome maturation protein SBDS, N-terminal	https://www.orthodb.org/v10?query=65967at5204
21565at5204	SLC41 divalent cation transporters, integral membrane domain	https://www.orthodb.org/v10?query=21565at5204
28621at5204	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	https://www.orthodb.org/v10?query=28621at5204
17246at5204	Mre11, DNA-binding	https://www.orthodb.org/v10?query=17246at5204
39046at5204	nucleotide-diphospho-sugar transferase	https://www.orthodb.org/v10?query=39046at5204
10139at5204	mitochondrial amino-acid acetyltransferase	https://www.orthodb.org/v10?query=10139at5204
24647at5204	MFS general substrate transporter	https://www.orthodb.org/v10?query=24647at5204
87526at5204	ribosomal protein L29	https://www.orthodb.org/v10?query=87526at5204
27359at5204	thiamine biosynthetic bifunctional enzyme Thi4	https://www.orthodb.org/v10?query=27359at5204
62328at5204	Mo25-like protein	https://www.orthodb.org/v10?query=62328at5204
73495at5204	Protein-S-isoprenylcysteine O-methyltransferase	https://www.orthodb.org/v10?query=73495at5204
84983at5204	succinate dehydrogenase cytochrome b560 subunit	https://www.orthodb.org/v10?query=84983at5204
28014at5204	ATPase, V1 complex, subunit H, C-terminal	https://www.orthodb.org/v10?query=28014at5204
16709at5204	Importin subunit alpha	https://www.orthodb.org/v10?query=16709at5204
3055at5204	importin beta-4 subunit	https://www.orthodb.org/v10?query=3055at5204
65788at5204	DUF1682-domain-containing protein	https://www.orthodb.org/v10?query=65788at5204
8706at5204	sulfite reductase (NADPH) flavoprotein alpha-component	https://www.orthodb.org/v10?query=8706at5204
26533at5204	glutathione synthase	https://www.orthodb.org/v10?query=26533at5204
14268at5204	GroEL-like apical domain superfamily	https://www.orthodb.org/v10?query=14268at5204
21749at5204	cleft lip and palate associated transmembrane protein	https://www.orthodb.org/v10?query=21749at5204
92430at5204	related to small unique nuclear receptor co-repressor	https://www.orthodb.org/v10?query=92430at5204
1994at5204	Exportin-T	https://www.orthodb.org/v10?query=1994at5204
9944at5204	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	https://www.orthodb.org/v10?query=9944at5204
13001at5204	DNA polymerase	https://www.orthodb.org/v10?query=13001at5204
15773at5204	glycosyltransferase family 4 protein	https://www.orthodb.org/v10?query=15773at5204
34118at5204	integral membrane protein	https://www.orthodb.org/v10?query=34118at5204
877at5204	L-aminoadipate-semialdehyde dehydrogenase	https://www.orthodb.org/v10?query=877at5204
4814at5204	timeless-domain-containing protein	https://www.orthodb.org/v10?query=4814at5204
1534at5204	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	https://www.orthodb.org/v10?query=1534at5204
23136at5204	Sodium/hydrogen exchanger	https://www.orthodb.org/v10?query=23136at5204
36134at5204	Fanconi-associated nuclease	https://www.orthodb.org/v10?query=36134at5204
72141at5204	ubiquitin-conjugating enzyme	https://www.orthodb.org/v10?query=72141at5204
69797at5204	26S proteasome non-ATPase regulatory subunit 9	https://www.orthodb.org/v10?query=69797at5204
91060at5204	DUF788-domain-containing protein	https://www.orthodb.org/v10?query=91060at5204
32281at5204	nucleotide-diphospho-sugar transferase	https://www.orthodb.org/v10?query=32281at5204
69800at5204	signal peptidase complex component	https://www.orthodb.org/v10?query=69800at5204
22306at5204	Cytochrome P450 monooxygenase 113	https://www.orthodb.org/v10?query=22306at5204
64044at5204	cysteine proteinase	https://www.orthodb.org/v10?query=64044at5204
33159at5204	FACT complex subunit POB3	https://www.orthodb.org/v10?query=33159at5204
12597at5204	acyltransferase ChoActase/COT/CPT	https://www.orthodb.org/v10?query=12597at5204
8050at5204	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	https://www.orthodb.org/v10?query=8050at5204
14233at5204	MIF4G-like, type 1	https://www.orthodb.org/v10?query=14233at5204
38665at5204	Ribosomal protein L4/L1e	https://www.orthodb.org/v10?query=38665at5204
59297at5204	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=59297at5204
49196at5204	eukaryotic translation initiation factor 2B beta subunit	https://www.orthodb.org/v10?query=49196at5204
60091at5204	ribosomal protein S5	https://www.orthodb.org/v10?query=60091at5204
43468at5204	guanine nucleotide binding protein beta subunit	https://www.orthodb.org/v10?query=43468at5204
32165at5204	mitochondrial import receptor subunit TOM40	https://www.orthodb.org/v10?query=32165at5204
52059at5204	Pre-mRNA-splicing factor 18	https://www.orthodb.org/v10?query=52059at5204
14722at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=14722at5204
20859at5204	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	https://www.orthodb.org/v10?query=20859at5204
43649at5204	NADH dehydrogenase (Ubiquinone) complex I, assembly factor 6	https://www.orthodb.org/v10?query=43649at5204
43272at5204	Cop9 signalosome complex subunit 1	https://www.orthodb.org/v10?query=43272at5204
27797at5204	Acyl-CoA dehydrogenase/oxidase, N-terminal	https://www.orthodb.org/v10?query=27797at5204
25093at5204	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	https://www.orthodb.org/v10?query=25093at5204
8374at5204	Acetyl-coenzyme A synthetase	https://www.orthodb.org/v10?query=8374at5204
53062at5204	DNA/RNA non-specific endonuclease	https://www.orthodb.org/v10?query=53062at5204
34553at5204	HAD hydrolase	https://www.orthodb.org/v10?query=34553at5204
47363at5204	MT-A70-domain-containing protein	https://www.orthodb.org/v10?query=47363at5204
37508at5204	Histone acetyltransferase type B catalytic subunit	https://www.orthodb.org/v10?query=37508at5204
17153at5204	6-phosphogluconate dehydrogenase, decarboxylating	https://www.orthodb.org/v10?query=17153at5204
56992at5204	inositol polyphosphate phosphatase	https://www.orthodb.org/v10?query=56992at5204
23550at5204	tRNA (guanine(26)-N(2))-dimethyltransferase	https://www.orthodb.org/v10?query=23550at5204
55573at5204	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=55573at5204
86694at5204	Polyadenylated rna binding protein	https://www.orthodb.org/v10?query=86694at5204
529at5204	Clathrin heavy chain	https://www.orthodb.org/v10?query=529at5204
45982at5204	Deoxyhypusine hydroxylase	https://www.orthodb.org/v10?query=45982at5204
57883at5204	60S acidic ribosomal protein P0	https://www.orthodb.org/v10?query=57883at5204
25870at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=25870at5204
65648at5204	NIPSNAP-domain-containing protein	https://www.orthodb.org/v10?query=65648at5204
73200at5204	Protein LTV1	https://www.orthodb.org/v10?query=73200at5204
8286at5204	TIP120-domain-containing protein	https://www.orthodb.org/v10?query=8286at5204
74729at5204	ribosomal protein L16	https://www.orthodb.org/v10?query=74729at5204
4762at5204	Chromo domain	https://www.orthodb.org/v10?query=4762at5204
90173at5204	UPF0428 family	https://www.orthodb.org/v10?query=90173at5204
4404at5204	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=4404at5204
