#name=fungi_odb10
#domain=eukaryota
#creation_date=2021-06-28
#number_of_BUSCOs=758
#number_of_species=549
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
130976at4751	DNA polymerase alpha subunit B	https://www.orthodb.org/v10?query=130976at4751
439490at4751	GrpE nucleotide exchange factor	https://www.orthodb.org/v10?query=439490at4751
17174at4751	DNA polymerase gamma	https://www.orthodb.org/v10?query=17174at4751
407348at4751	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82	https://www.orthodb.org/v10?query=407348at4751
33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	https://www.orthodb.org/v10?query=33984at4751
280937at4751	S-methyl-5'-thioadenosine phosphorylase	https://www.orthodb.org/v10?query=280937at4751
175599at4751	SWR1-complex protein 4	https://www.orthodb.org/v10?query=175599at4751
441586at4751	Nucleotide-binding alpha-beta plait domain superfamily	https://www.orthodb.org/v10?query=441586at4751
225712at4751	PEBP-like protein	https://www.orthodb.org/v10?query=225712at4751
179897at4751	Atg6/Beclin	https://www.orthodb.org/v10?query=179897at4751
211768at4751	60S ribosomal export protein NMD3	https://www.orthodb.org/v10?query=211768at4751
176178at4751	putative 26S proteasome regulatory subunit rpn6	https://www.orthodb.org/v10?query=176178at4751
202248at4751	Amino-acid acetyltransferase, mitochondrial	https://www.orthodb.org/v10?query=202248at4751
34706at4751	MIF4G-like domain superfamily	https://www.orthodb.org/v10?query=34706at4751
366597at4751	Ribosomal protein	https://www.orthodb.org/v10?query=366597at4751
130930at4751	Nucleoporin Nup186/Nup192/Nup205	https://www.orthodb.org/v10?query=130930at4751
324442at4751	Cell division control protein 73, C-terminal	https://www.orthodb.org/v10?query=324442at4751
320782at4751	RNA polymerase I associated factor, A49-like protein	https://www.orthodb.org/v10?query=320782at4751
145524at4751	Nuclear elongation and deformation protein 1	https://www.orthodb.org/v10?query=145524at4751
208463at4751	Pre-mRNA-splicing factor CLF1	https://www.orthodb.org/v10?query=208463at4751
79294at4751	Bifunctional purine biosynthesis protein ADE17	https://www.orthodb.org/v10?query=79294at4751
393440at4751	K Homology domain, type 1	https://www.orthodb.org/v10?query=393440at4751
414474at4751	Golgi SNAP receptor complex member 1	https://www.orthodb.org/v10?query=414474at4751
356743at4751	Ribosomal protein	https://www.orthodb.org/v10?query=356743at4751
167498at4751	Signal recognition particle 54 kDa protein	https://www.orthodb.org/v10?query=167498at4751
260896at4751	Cyclin-like	https://www.orthodb.org/v10?query=260896at4751
285254at4751	Glutamyl-tRNA synthetase	https://www.orthodb.org/v10?query=285254at4751
201591at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=201591at4751
211442at4751	endoplasmic oxidoreductin	https://www.orthodb.org/v10?query=211442at4751
25020at4751	Condensin complex subunit 1	https://www.orthodb.org/v10?query=25020at4751
259060at4751	Phospholipid	https://www.orthodb.org/v10?query=259060at4751
422764at4751	tRNA-splicing endonuclease, subunit Sen54	https://www.orthodb.org/v10?query=422764at4751
389547at4751	Pre-mRNA-splicing factor slt11	https://www.orthodb.org/v10?query=389547at4751
78665at4751	Spindle pole body component	https://www.orthodb.org/v10?query=78665at4751
357584at4751	Metal-dependent protein hydrolase	https://www.orthodb.org/v10?query=357584at4751
23856at4751	Transcription elongation factor Spt6	https://www.orthodb.org/v10?query=23856at4751
245480at4751	Replication protein A subunit	https://www.orthodb.org/v10?query=245480at4751
485650at4751	Ribosomal protein L7/L12	https://www.orthodb.org/v10?query=485650at4751
24198at4751	Armadillo-type fold	https://www.orthodb.org/v10?query=24198at4751
81614at4751	nucleic acid-binding protein	https://www.orthodb.org/v10?query=81614at4751
179437at4751	anthranilate synthase component I	https://www.orthodb.org/v10?query=179437at4751
446124at4751	ribosomal protein L11	https://www.orthodb.org/v10?query=446124at4751
87313at4751	Elongator complex protein 3	https://www.orthodb.org/v10?query=87313at4751
123277at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=123277at4751
147028at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=147028at4751
6377at4751	L-aminoadipate-semialdehyde dehydrogenase	https://www.orthodb.org/v10?query=6377at4751
474374at4751	Ribosomal protein S10	https://www.orthodb.org/v10?query=474374at4751
376586at4751	Deoxycytidylate deaminase	https://www.orthodb.org/v10?query=376586at4751
257330at4751	Mitochondrial import inner membrane translocase subunit TIM50	https://www.orthodb.org/v10?query=257330at4751
484080at4751	SNARE	https://www.orthodb.org/v10?query=484080at4751
181959at4751	26S Proteasome regulatory subunit 6A	https://www.orthodb.org/v10?query=181959at4751
126249at4751	Multiple RNA-binding domain-containing protein 1	https://www.orthodb.org/v10?query=126249at4751
368706at4751	Proteasome subunit beta	https://www.orthodb.org/v10?query=368706at4751
385139at4751	Proteasome subunit beta type	https://www.orthodb.org/v10?query=385139at4751
234698at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=234698at4751
209053at4751	serine-tRNA ligase	https://www.orthodb.org/v10?query=209053at4751
160044at4751	Sodium/hydrogen exchanger	https://www.orthodb.org/v10?query=160044at4751
49967at4751	Vacuole morphology and inheritance protein 14	https://www.orthodb.org/v10?query=49967at4751
216949at4751	Topoisomerase II-associated protein PAT1	https://www.orthodb.org/v10?query=216949at4751
299611at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=299611at4751
362322at4751	RNA cap guanine-N2 methyltransferase	https://www.orthodb.org/v10?query=362322at4751
85793at4751	cohesin complex subunit SA-1/2	https://www.orthodb.org/v10?query=85793at4751
266634at4751	SH3 domain	https://www.orthodb.org/v10?query=266634at4751
79797at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=79797at4751
98519at4751	Symplekin/Pta1	https://www.orthodb.org/v10?query=98519at4751
161113at4751	Peptidase M16, N-terminal	https://www.orthodb.org/v10?query=161113at4751
232698at4751	Protein SEY1	https://www.orthodb.org/v10?query=232698at4751
385971at4751	Ribonuclease	https://www.orthodb.org/v10?query=385971at4751
56395at4751	Spindle pole body component	https://www.orthodb.org/v10?query=56395at4751
358012at4751	Eukaryotic translation initiation factor 3 subunit G	https://www.orthodb.org/v10?query=358012at4751
330551at4751	Rab proteins geranylgeranyltransferase	https://www.orthodb.org/v10?query=330551at4751
59795at4751	Coatomer subunit gamma	https://www.orthodb.org/v10?query=59795at4751
228465at4751	Tetratricopeptide-like helical domain superfamily	https://www.orthodb.org/v10?query=228465at4751
154126at4751	Ubiquitin-like modifier-activating enzyme ATG7	https://www.orthodb.org/v10?query=154126at4751
282964at4751	Gtr1/RagA G protein	https://www.orthodb.org/v10?query=282964at4751
160875at4751	RNA helicase	https://www.orthodb.org/v10?query=160875at4751
354778at4751	Diphosphomevalonate decarboxylase	https://www.orthodb.org/v10?query=354778at4751
278643at4751	Phosphatidylinositol-glycan biosynthesis class S protein	https://www.orthodb.org/v10?query=278643at4751
76893at4751	ATPase, AAA-type, conserved site	https://www.orthodb.org/v10?query=76893at4751
75463at4751	Mitochondrial intermediate peptidase	https://www.orthodb.org/v10?query=75463at4751
216683at4751	Phenylalanyl-tRNA synthetase	https://www.orthodb.org/v10?query=216683at4751
101133at4751	Phosphoribosylaminoimidazole carboxylase	https://www.orthodb.org/v10?query=101133at4751
227572at4751	WD40 repeat	https://www.orthodb.org/v10?query=227572at4751
470813at4751	SUMO-conjugating enzyme ubc9	https://www.orthodb.org/v10?query=470813at4751
195863at4751	Exportin-T	https://www.orthodb.org/v10?query=195863at4751
92267at4751	Phenylalanyl-tRNA synthetase	https://www.orthodb.org/v10?query=92267at4751
14523at4751	Exportin-1	https://www.orthodb.org/v10?query=14523at4751
39833at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=39833at4751
8818at4751	Clathrin heavy chain	https://www.orthodb.org/v10?query=8818at4751
493358at4751	40S ribosomal protein S26	https://www.orthodb.org/v10?query=493358at4751
296024at4751	Translation initiation factor eIF-2B subunit beta	https://www.orthodb.org/v10?query=296024at4751
6272at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=6272at4751
167374at4751	ATP-dependent DNA helicase II subunit 2	https://www.orthodb.org/v10?query=167374at4751
243015at4751	Ubiquitin specific protease, conserved site	https://www.orthodb.org/v10?query=243015at4751
238922at4751	Protein kinase domain	https://www.orthodb.org/v10?query=238922at4751
61411at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=61411at4751
216747at4751	Transcription initiation factor TFIID subunit 6	https://www.orthodb.org/v10?query=216747at4751
444174at4751	Cell cycle control protein cwf14	https://www.orthodb.org/v10?query=444174at4751
483049at4751	Chromatin-remodeling complex subunit ies6	https://www.orthodb.org/v10?query=483049at4751
451032at4751	MIP18 family-like	https://www.orthodb.org/v10?query=451032at4751
383007at4751	Transcription initiation factor IIE subunit alpha	https://www.orthodb.org/v10?query=383007at4751
4409at4751	Armadillo-type fold	https://www.orthodb.org/v10?query=4409at4751
52909at4751	26S proteasome regulatory subunit RPN1	https://www.orthodb.org/v10?query=52909at4751
96633at4751	Cleavage and polyadenylation specificity factor subunit 2	https://www.orthodb.org/v10?query=96633at4751
343623at4751	Nucleolar protein 16	https://www.orthodb.org/v10?query=343623at4751
438861at4751	OPI10 family	https://www.orthodb.org/v10?query=438861at4751
316254at4751	glycosyltransferase family 50 protein	https://www.orthodb.org/v10?query=316254at4751
31324at4751	Nrap protein	https://www.orthodb.org/v10?query=31324at4751
312209at4751	adenine nucleotide alpha hydrolases-like protein	https://www.orthodb.org/v10?query=312209at4751
46752at4751	GPI ethanolamine phosphate transferase 3	https://www.orthodb.org/v10?query=46752at4751
304453at4751	V-type proton ATPase subunit C	https://www.orthodb.org/v10?query=304453at4751
481052at4751	Ribulose-phosphate 3-epimerase	https://www.orthodb.org/v10?query=481052at4751
321585at4751	U3 small nucleolar ribonucleoprotein IMP4	https://www.orthodb.org/v10?query=321585at4751
237393at4751	Nucleolar complex-associated protein 3	https://www.orthodb.org/v10?query=237393at4751
355781at4751	GTP cyclohydrolase 1 type 2/Nif3	https://www.orthodb.org/v10?query=355781at4751
406240at4751	RNA polymerase Rpb7-like, N-terminal domain superfamily	https://www.orthodb.org/v10?query=406240at4751
467311at4751	5-formyltetrahydrofolate cyclo-ligase	https://www.orthodb.org/v10?query=467311at4751
240246at4751	Nitrogen permease regulator 3	https://www.orthodb.org/v10?query=240246at4751
359271at4751	Membrane protein TMS1	https://www.orthodb.org/v10?query=359271at4751
361877at4751	Scavenger mRNA decapping enzyme	https://www.orthodb.org/v10?query=361877at4751
434428at4751	Actin-related protein 2/3 complex subunit 4	https://www.orthodb.org/v10?query=434428at4751
14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain	https://www.orthodb.org/v10?query=14295at4751
295692at4751	Transcription initiation factor IIE subunit beta	https://www.orthodb.org/v10?query=295692at4751
471205at4751	histone-fold-containing protein	https://www.orthodb.org/v10?query=471205at4751
212522at4751	Cyclin-like	https://www.orthodb.org/v10?query=212522at4751
56729at4751	Coatomer subunit beta	https://www.orthodb.org/v10?query=56729at4751
429862at4751	Microsomal signal peptidase 25 kDa subunit	https://www.orthodb.org/v10?query=429862at4751
351651at4751	Chitobiosyldiphosphodolichol beta-mannosyltransferase	https://www.orthodb.org/v10?query=351651at4751
105401at4751	GroEL-like apical domain superfamily	https://www.orthodb.org/v10?query=105401at4751
485702at4751	translocation protein	https://www.orthodb.org/v10?query=485702at4751
255412at4751	Pre-mRNA-splicing factor prp46	https://www.orthodb.org/v10?query=255412at4751
298335at4751	GPI transamidase component GAA1	https://www.orthodb.org/v10?query=298335at4751
305061at4751	Exocyst complex component Sec10-like	https://www.orthodb.org/v10?query=305061at4751
431195at4751	Polysaccharide biosynthesis domain	https://www.orthodb.org/v10?query=431195at4751
123228at4751	Ribosome biogenesis protein BMS1	https://www.orthodb.org/v10?query=123228at4751
273469at4751	tRNA (Adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6	https://www.orthodb.org/v10?query=273469at4751
54252at4751	26S proteasome regulatory subunit RPN2	https://www.orthodb.org/v10?query=54252at4751
281920at4751	tRNA pseudouridine synthase	https://www.orthodb.org/v10?query=281920at4751
447424at4751	Yif1 family	https://www.orthodb.org/v10?query=447424at4751
327672at4751	CDK-activating kinase assembly factor MAT1	https://www.orthodb.org/v10?query=327672at4751
112937at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=112937at4751
351906at4751	ribosomal protein L15	https://www.orthodb.org/v10?query=351906at4751
342642at4751	Dihydroorotase	https://www.orthodb.org/v10?query=342642at4751
14793at4751	Nucleoporin Pom152	https://www.orthodb.org/v10?query=14793at4751
126256at4751	Non-specific serine/threonine protein kinase	https://www.orthodb.org/v10?query=126256at4751
191310at4751	Vps16, C-terminal	https://www.orthodb.org/v10?query=191310at4751
183849at4751	Oligosaccharyl transferase STT3 subunit	https://www.orthodb.org/v10?query=183849at4751
3534at4751	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=3534at4751
184762at4751	26S proteasome regulatory subunit 8	https://www.orthodb.org/v10?query=184762at4751
264038at4751	KEN domain	https://www.orthodb.org/v10?query=264038at4751
291828at4751	Protein phosphatase methylesterase 1	https://www.orthodb.org/v10?query=291828at4751
172966at4751	polyubiquitin-tagged protein recognition complex, Npl4 component	https://www.orthodb.org/v10?query=172966at4751
338808at4751	Golgi phosphoprotein 3-like	https://www.orthodb.org/v10?query=338808at4751
126037at4751	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=126037at4751
403079at4751	Vacuolar ATP synthase subunit D	https://www.orthodb.org/v10?query=403079at4751
138484at4751	DNA polymerase epsilon subunit	https://www.orthodb.org/v10?query=138484at4751
310891at4751	Pre-mRNA-splicing factor cef1	https://www.orthodb.org/v10?query=310891at4751
38031at4751	Cap binding protein	https://www.orthodb.org/v10?query=38031at4751
304547at4751	Ribosome biogenesis protein NOP53	https://www.orthodb.org/v10?query=304547at4751
405669at4751	Leucine-rich repeat	https://www.orthodb.org/v10?query=405669at4751
325992at4751	Protein BCP1	https://www.orthodb.org/v10?query=325992at4751
444602at4751	ER membrane protein complex subunit 4	https://www.orthodb.org/v10?query=444602at4751
14441at4751	DNA-directed RNA polymerase subunit	https://www.orthodb.org/v10?query=14441at4751
435767at4751	Ribosomal RNA small subunit methyltransferase NEP1	https://www.orthodb.org/v10?query=435767at4751
68881at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=68881at4751
68466at4751	FACT complex subunit SPT16	https://www.orthodb.org/v10?query=68466at4751
137963at4751	Prolyl-tRNA synthetase	https://www.orthodb.org/v10?query=137963at4751
327748at4751	Zinc finger, RING/FYVE/PHD-type	https://www.orthodb.org/v10?query=327748at4751
260251at4751	ATP phosphoribosyltransferase	https://www.orthodb.org/v10?query=260251at4751
226810at4751	Bystin	https://www.orthodb.org/v10?query=226810at4751
304733at4751	Vesicular-fusion protein sec17	https://www.orthodb.org/v10?query=304733at4751
65499at4751	AP-1 complex subunit gamma	https://www.orthodb.org/v10?query=65499at4751
326512at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=326512at4751
10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain	https://www.orthodb.org/v10?query=10168at4751
258245at4751	tryptophanyl-tRNA synthetase	https://www.orthodb.org/v10?query=258245at4751
356691at4751	Peroxisome biogenesis factor 1	https://www.orthodb.org/v10?query=356691at4751
490662at4751	Frataxin	https://www.orthodb.org/v10?query=490662at4751
392558at4751	ESCRT-II complex, vps25 subunit	https://www.orthodb.org/v10?query=392558at4751
445210at4751	Transcription factor IIA, alpha/beta subunit	https://www.orthodb.org/v10?query=445210at4751
418242at4751	Chorismate mutase	https://www.orthodb.org/v10?query=418242at4751
468224at4751	rRNA-processing protein EFG1	https://www.orthodb.org/v10?query=468224at4751
423166at4751	Ribosomal protein L14P	https://www.orthodb.org/v10?query=423166at4751
203109at4751	Protein DOM34 homolog	https://www.orthodb.org/v10?query=203109at4751
364284at4751	Amidase	https://www.orthodb.org/v10?query=364284at4751
237276at4751	Glucose-6-phosphate 1-dehydrogenase	https://www.orthodb.org/v10?query=237276at4751
411471at4751	phosphatidylinositol glycan, class U	https://www.orthodb.org/v10?query=411471at4751
406403at4751	septum formation protein Maf	https://www.orthodb.org/v10?query=406403at4751
418644at4751	NEDD8-activating enzyme E1 regulatory subunit	https://www.orthodb.org/v10?query=418644at4751
237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	https://www.orthodb.org/v10?query=237281at4751
256914at4751	Mitochondrial import inner membrane translocase subunit TIM44	https://www.orthodb.org/v10?query=256914at4751
362250at4751	Bax inhibitor 1-related	https://www.orthodb.org/v10?query=362250at4751
46119at4751	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=46119at4751
197111at4751	Cysteine desulfurase	https://www.orthodb.org/v10?query=197111at4751
123494at4751	Actin family	https://www.orthodb.org/v10?query=123494at4751
467847at4751	AMMECR1	https://www.orthodb.org/v10?query=467847at4751
289666at4751	Diphthine synthase	https://www.orthodb.org/v10?query=289666at4751
71039at4751	RNA cytidine acetyltransferase	https://www.orthodb.org/v10?query=71039at4751
195619at4751	Pyridoxal phosphate-dependent transferase	https://www.orthodb.org/v10?query=195619at4751
188070at4751	ATPase, AAA-type, conserved site	https://www.orthodb.org/v10?query=188070at4751
399810at4751	GOLD domain	https://www.orthodb.org/v10?query=399810at4751
390518at4751	26S proteasome regulatory subunit rpn-8	https://www.orthodb.org/v10?query=390518at4751
135652at4751	Poly(A) polymerase	https://www.orthodb.org/v10?query=135652at4751
376255at4751	Transcription elongation factor S-II	https://www.orthodb.org/v10?query=376255at4751
440401at4751	CAP Gly-rich domain	https://www.orthodb.org/v10?query=440401at4751
47592at4751	Eukaryotic translation initiation factor 3 subunit C	https://www.orthodb.org/v10?query=47592at4751
331022at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=331022at4751
321416at4751	Pre-mRNA-splicing factor syf1	https://www.orthodb.org/v10?query=321416at4751
230605at4751	Ndc80 domain superfamily	https://www.orthodb.org/v10?query=230605at4751
438274at4751	ERF1 methyltransferase catalytic subunit MTQ2	https://www.orthodb.org/v10?query=438274at4751
362601at4751	Oxoglutarate/iron-dependent dioxygenase	https://www.orthodb.org/v10?query=362601at4751
107136at4751	glycoside hydrolase family 31 protein	https://www.orthodb.org/v10?query=107136at4751
213564at4751	Lipoate-protein ligase A	https://www.orthodb.org/v10?query=213564at4751
335719at4751	mitochondrial carrier	https://www.orthodb.org/v10?query=335719at4751
451849at4751	Pre-mRNA-splicing factor SLU7	https://www.orthodb.org/v10?query=451849at4751
190183at4751	Prephenate dehydrogenase	https://www.orthodb.org/v10?query=190183at4751
196094at4751	Translocation protein sec63	https://www.orthodb.org/v10?query=196094at4751
385564at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=385564at4751
452692at4751	Protein GET1	https://www.orthodb.org/v10?query=452692at4751
362218at4751	Nop domain	https://www.orthodb.org/v10?query=362218at4751
52541at4751	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	https://www.orthodb.org/v10?query=52541at4751
351849at4751	Ribosome assembly factor mrt4	https://www.orthodb.org/v10?query=351849at4751
241860at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	https://www.orthodb.org/v10?query=241860at4751
290314at4751	Ribosomal protein L4/L1e	https://www.orthodb.org/v10?query=290314at4751
27008at4751	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	https://www.orthodb.org/v10?query=27008at4751
221926at4751	RNA recognition motif domain	https://www.orthodb.org/v10?query=221926at4751
106281at4751	endosomal peripheral membrane protein	https://www.orthodb.org/v10?query=106281at4751
335237at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=335237at4751
282059at4751	Pyruvate dehydrogenase E1 component subunit beta	https://www.orthodb.org/v10?query=282059at4751
168092at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=168092at4751
367778at4751	Acetolactate synthase	https://www.orthodb.org/v10?query=367778at4751
382001at4751	syntaxin 5	https://www.orthodb.org/v10?query=382001at4751
215926at4751	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61	https://www.orthodb.org/v10?query=215926at4751
104415at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=104415at4751
284127at4751	S-adenosylmethionine synthase	https://www.orthodb.org/v10?query=284127at4751
320638at4751	Nucleotide-diphospho-sugar transferase	https://www.orthodb.org/v10?query=320638at4751
343603at4751	Very-long-chain 3-oxoacyl-CoA reductase	https://www.orthodb.org/v10?query=343603at4751
467959at4751	Pre-mRNA-splicing factor ISY1	https://www.orthodb.org/v10?query=467959at4751
332416at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=332416at4751
53270at4751	UDP-glucose	https://www.orthodb.org/v10?query=53270at4751
297671at4751	Tyrosine--tRNA ligase	https://www.orthodb.org/v10?query=297671at4751
129520at4751	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I	https://www.orthodb.org/v10?query=129520at4751
306594at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	https://www.orthodb.org/v10?query=306594at4751
427250at4751	Actin-related protein 2/3 complex subunit 5	https://www.orthodb.org/v10?query=427250at4751
370505at4751	Phosphoribosylaminoimidazole-succinocarboxamide synthase	https://www.orthodb.org/v10?query=370505at4751
203710at4751	cytochrome oxidase assembly	https://www.orthodb.org/v10?query=203710at4751
272711at4751	Putative 26S proteasome regulatory subunit rpn9	https://www.orthodb.org/v10?query=272711at4751
212735at4751	zf-ZPR1-domain-containing protein	https://www.orthodb.org/v10?query=212735at4751
408391at4751	Translocation protein sec66	https://www.orthodb.org/v10?query=408391at4751
331763at4751	Ribosomal protein S5	https://www.orthodb.org/v10?query=331763at4751
225535at4751	Transcriptional adapter 2	https://www.orthodb.org/v10?query=225535at4751
264164at4751	Ankyrin repeat-containing domain	https://www.orthodb.org/v10?query=264164at4751
433181at4751	Mediator of RNA polymerase II transcription subunit 6	https://www.orthodb.org/v10?query=433181at4751
153083at4751	Ubiquitin carboxyl-terminal hydrolase	https://www.orthodb.org/v10?query=153083at4751
64498at4751	glucosamine-fructose-6-phosphate aminotransferase	https://www.orthodb.org/v10?query=64498at4751
354739at4751	Ribosomal protein L5	https://www.orthodb.org/v10?query=354739at4751
109276at4751	CCAAT-box-binding transcription factor	https://www.orthodb.org/v10?query=109276at4751
351646at4751	25S rRNA (uridine-N(3))-methyltransferase	https://www.orthodb.org/v10?query=351646at4751
184718at4751	Pre-mRNA-processing factor 6	https://www.orthodb.org/v10?query=184718at4751
419200at4751	Luc7-related	https://www.orthodb.org/v10?query=419200at4751
352999at4751	Small GTPase superfamily	https://www.orthodb.org/v10?query=352999at4751
398882at4751	Ubiquitin-conjugating enzyme E2 8	https://www.orthodb.org/v10?query=398882at4751
348111at4751	Ribosomal protein L2	https://www.orthodb.org/v10?query=348111at4751
67806at4751	actin-like ATPase domain-containing protein	https://www.orthodb.org/v10?query=67806at4751
244066at4751	Gamma-glutamyl phosphate reductase	https://www.orthodb.org/v10?query=244066at4751
75456at4751	Vps53-like, N-terminal	https://www.orthodb.org/v10?query=75456at4751
246951at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=246951at4751
465849at4751	ribosomal protein S12	https://www.orthodb.org/v10?query=465849at4751
336187at4751	Ubiquitin-conjugating enzyme/RWD-like protein	https://www.orthodb.org/v10?query=336187at4751
210462at4751	Kinetochore protein nuf2	https://www.orthodb.org/v10?query=210462at4751
46098at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=46098at4751
419868at4751	Ribosomal protein S13/S15, N-terminal	https://www.orthodb.org/v10?query=419868at4751
118189at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=118189at4751
176748at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=176748at4751
419232at4751	Nse4/EID family	https://www.orthodb.org/v10?query=419232at4751
386245at4751	Origin recognition complex subunit 2	https://www.orthodb.org/v10?query=386245at4751
406434at4751	EB1, C-terminal	https://www.orthodb.org/v10?query=406434at4751
330949at4751	tRNA pseudouridine synthase	https://www.orthodb.org/v10?query=330949at4751
18809at4751	RIC1-domain-containing protein	https://www.orthodb.org/v10?query=18809at4751
433384at4751	Ran-interacting Mog1 protein	https://www.orthodb.org/v10?query=433384at4751
344553at4751	Ubiquitin fusion degradation protein 1	https://www.orthodb.org/v10?query=344553at4751
299330at4751	Exoribonuclease, phosphorolytic domain 1	https://www.orthodb.org/v10?query=299330at4751
73771at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=73771at4751
453693at4751	Ribosomal protein L23/L15e core domain superfamily	https://www.orthodb.org/v10?query=453693at4751
198196at4751	Threonine dehydratase	https://www.orthodb.org/v10?query=198196at4751
192059at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=192059at4751
205479at4751	Cyclin-dependent kinase 7	https://www.orthodb.org/v10?query=205479at4751
46666at4751	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=46666at4751
11879at4751	HECT domain	https://www.orthodb.org/v10?query=11879at4751
492591at4751	Translation machinery-associated protein 22	https://www.orthodb.org/v10?query=492591at4751
384315at4751	Proteasome subunit beta type	https://www.orthodb.org/v10?query=384315at4751
398519at4751	chromatin associated protein KTI12	https://www.orthodb.org/v10?query=398519at4751
437914at4751	Zinc finger C2H2 superfamily	https://www.orthodb.org/v10?query=437914at4751
