#name=ascomycota_odb10
#domain=eukaryota
#creation_date=2020-09-10
#number_of_BUSCOs=1706
#number_of_species=365
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
294420at4890	Phosphatidylinositol N-acetylglucosaminyltransferase	https://www.orthodb.org/v10?query=294420at4890
249382at4890	Zinc finger, RING/FYVE/PHD-type	https://www.orthodb.org/v10?query=249382at4890
294178at4890	RNA polymerase Rpb7-like, N-terminal domain superfamily	https://www.orthodb.org/v10?query=294178at4890
67571at4890	Exportin 1-like protein	https://www.orthodb.org/v10?query=67571at4890
139019at4890	Activating signal cointegrator 1 complex subunit 2	https://www.orthodb.org/v10?query=139019at4890
328578at4890	PPM-type phosphatase domain	https://www.orthodb.org/v10?query=328578at4890
270210at4890	Metal homeostatis protein bsd2	https://www.orthodb.org/v10?query=270210at4890
351366at4890	Translation machinery-associated protein 16	https://www.orthodb.org/v10?query=351366at4890
277375at4890	Ribosomal protein L5	https://www.orthodb.org/v10?query=277375at4890
15281at4890	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=15281at4890
13059at4890	Chitin synthase 4	https://www.orthodb.org/v10?query=13059at4890
111471at4890	Ribosomal protein S5 domain 2-type fold	https://www.orthodb.org/v10?query=111471at4890
110035at4890	Sulfate adenylyltransferase	https://www.orthodb.org/v10?query=110035at4890
120689at4890	WD40 repeat	https://www.orthodb.org/v10?query=120689at4890
256024at4890	Sas10 C-terminal domain	https://www.orthodb.org/v10?query=256024at4890
121506at4890	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	https://www.orthodb.org/v10?query=121506at4890
285140at4890	Pheromone a factor receptor	https://www.orthodb.org/v10?query=285140at4890
99101at4890	Imidazole glycerol phosphate synthase hisHF	https://www.orthodb.org/v10?query=99101at4890
227777at4890	Mitochondrial carrier protein	https://www.orthodb.org/v10?query=227777at4890
271054at4890	Repressor of RNA polymerase III transcription MAF1	https://www.orthodb.org/v10?query=271054at4890
133766at4890	Cysteinyl-tRNA synthetase	https://www.orthodb.org/v10?query=133766at4890
294264at4890	NUDIX hydrolase domain	https://www.orthodb.org/v10?query=294264at4890
132030at4890	mRNA cleavage and polyadenylation factor CLP1	https://www.orthodb.org/v10?query=132030at4890
334310at4890	Ribosome biogenesis protein RLP24	https://www.orthodb.org/v10?query=334310at4890
341666at4890	Ribosomal protein S17e	https://www.orthodb.org/v10?query=341666at4890
320321at4890	Nuclear pore complex protein An-Nup82	https://www.orthodb.org/v10?query=320321at4890
38423at4890	Muniscin C-terminal	https://www.orthodb.org/v10?query=38423at4890
364928at4890	Derlin	https://www.orthodb.org/v10?query=364928at4890
269969at4890	Peroxisome biogenesis factor 1	https://www.orthodb.org/v10?query=269969at4890
9673at4890	Phosphoribosylformylglycinamidine synthase	https://www.orthodb.org/v10?query=9673at4890
52792at4890	Actin family	https://www.orthodb.org/v10?query=52792at4890
309563at4890	Ubiquinone biosynthesis protein COQ4, mitochondrial	https://www.orthodb.org/v10?query=309563at4890
319964at4890	Zinc finger, AN1-type	https://www.orthodb.org/v10?query=319964at4890
342038at4890	Polysaccharide biosynthesis domain	https://www.orthodb.org/v10?query=342038at4890
312009at4890	Exosome complex component CSL4	https://www.orthodb.org/v10?query=312009at4890
56665at4890	1,4-alpha-glucan branching enzyme	https://www.orthodb.org/v10?query=56665at4890
222386at4890	Isopentenyl-diphosphate delta-isomerase	https://www.orthodb.org/v10?query=222386at4890
361712at4890	Mitochondrial cytochrome c oxidase assembly factor	https://www.orthodb.org/v10?query=361712at4890
355693at4890	Pre-mRNA-splicing factor syf2	https://www.orthodb.org/v10?query=355693at4890
200961at4890	SH3 domain	https://www.orthodb.org/v10?query=200961at4890
278098at4890	RNA-binding domain superfamily	https://www.orthodb.org/v10?query=278098at4890
153277at4890	Ribosomal protein L2	https://www.orthodb.org/v10?query=153277at4890
294841at4890	Reticulon-like protein	https://www.orthodb.org/v10?query=294841at4890
235706at4890	Splicing factor 3a subunit 3	https://www.orthodb.org/v10?query=235706at4890
60346at4890	26S proteasome regulatory subunit RPN1	https://www.orthodb.org/v10?query=60346at4890
180991at4890	PX domain protein	https://www.orthodb.org/v10?query=180991at4890
93274at4890	Prolyl-tRNA synthetase	https://www.orthodb.org/v10?query=93274at4890
292706at4890	Cytochrome c-like domain	https://www.orthodb.org/v10?query=292706at4890
242683at4890	protoheme IX farnesyltransferase	https://www.orthodb.org/v10?query=242683at4890
81681at4890	RNA (C5-cytosine) methyltransferase	https://www.orthodb.org/v10?query=81681at4890
312795at4890	RNA polymerase III, subunit Rpc25	https://www.orthodb.org/v10?query=312795at4890
179627at4890	Protein SEY1	https://www.orthodb.org/v10?query=179627at4890
137596at4890	chaperone DnaJ	https://www.orthodb.org/v10?query=137596at4890
215554at4890	kinase-like protein	https://www.orthodb.org/v10?query=215554at4890
289787at4890	Ribosomal RNA small subunit methyltransferase NEP1	https://www.orthodb.org/v10?query=289787at4890
344023at4890	mRNA-decapping enzyme subunit 1	https://www.orthodb.org/v10?query=344023at4890
244949at4890	U3 small nucleolar ribonucleoprotein IMP4	https://www.orthodb.org/v10?query=244949at4890
289028at4890	ATP synthase subunit gamma	https://www.orthodb.org/v10?query=289028at4890
261144at4890	Activator of Hsp90 ATPase, Aha1	https://www.orthodb.org/v10?query=261144at4890
294469at4890	rxt2-like protein	https://www.orthodb.org/v10?query=294469at4890
332474at4890	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=332474at4890
128269at4890	ATP-dependent RNA helicase DEAD-box, conserved site	https://www.orthodb.org/v10?query=128269at4890
269333at4890	Ribosomal protein S5	https://www.orthodb.org/v10?query=269333at4890
42646at4890	Zinc finger, PHD-type	https://www.orthodb.org/v10?query=42646at4890
267978at4890	VHS domain protein	https://www.orthodb.org/v10?query=267978at4890
338117at4890	2Fe-2S ferredoxin-like superfamily	https://www.orthodb.org/v10?query=338117at4890
32451at4890	Splicing factor 3B subunit 1	https://www.orthodb.org/v10?query=32451at4890
212128at4890	ectonucleotide pyrophosphatase/phosphodiesterase family member 1	https://www.orthodb.org/v10?query=212128at4890
308347at4890	Proteasome subunit beta type	https://www.orthodb.org/v10?query=308347at4890
344403at4890	Cytochrome b5-like heme/steroid binding domain	https://www.orthodb.org/v10?query=344403at4890
74385at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=74385at4890
344656at4890	Transcription initiation factor IIA subunit 2	https://www.orthodb.org/v10?query=344656at4890
345985at4890	Ran-interacting Mog1 protein	https://www.orthodb.org/v10?query=345985at4890
215308at4890	S-methyl-5'-thioadenosine phosphorylase	https://www.orthodb.org/v10?query=215308at4890
261240at4890	XPC-binding domain	https://www.orthodb.org/v10?query=261240at4890
348581at4890	Dor1-like family protein	https://www.orthodb.org/v10?query=348581at4890
262423at4890	Phosphatidylethanolamine-binding protein	https://www.orthodb.org/v10?query=262423at4890
169941at4890	ATPase, AAA-type, conserved site	https://www.orthodb.org/v10?query=169941at4890
219754at4890	Exosome complex component rrp45	https://www.orthodb.org/v10?query=219754at4890
112283at4890	Nulp1-pending protein	https://www.orthodb.org/v10?query=112283at4890
6990at4890	Clathrin heavy chain	https://www.orthodb.org/v10?query=6990at4890
320824at4890	PRELI/MSF1 domain	https://www.orthodb.org/v10?query=320824at4890
29560at4890	Mitochondrial exoribonuclease Cyt-4, putative	https://www.orthodb.org/v10?query=29560at4890
326848at4890	CAP Gly-rich domain	https://www.orthodb.org/v10?query=326848at4890
357539at4890	ATP synthase subunit g, mitochondrial	https://www.orthodb.org/v10?query=357539at4890
323180at4890	Phosphatidic acid phosphatase type 2/haloperoxidase	https://www.orthodb.org/v10?query=323180at4890
322024at4890	Single-stranded DNA-binding protein	https://www.orthodb.org/v10?query=322024at4890
324704at4890	Negative cofactor 2 complex subunit beta	https://www.orthodb.org/v10?query=324704at4890
234337at4890	Sphingolipid delta(4)-desaturase	https://www.orthodb.org/v10?query=234337at4890
324852at4890	signal sequence receptor alpha chain	https://www.orthodb.org/v10?query=324852at4890
269438at4890	1-acyl-sn-glycerol-3-phosphate acyltransferase	https://www.orthodb.org/v10?query=269438at4890
226733at4890	Electron transfer flavoprotein alpha subunit	https://www.orthodb.org/v10?query=226733at4890
120513at4890	Ubiquitin-like modifier-activating enzyme ATG7	https://www.orthodb.org/v10?query=120513at4890
360620at4890	Peroxisomal biogenesis factor 11	https://www.orthodb.org/v10?query=360620at4890
231367at4890	Nucleolar protein 12	https://www.orthodb.org/v10?query=231367at4890
20789at4890	Structural maintenance of chromosomes protein	https://www.orthodb.org/v10?query=20789at4890
243954at4890	Ribonuclease Nob1, eukaryote	https://www.orthodb.org/v10?query=243954at4890
309896at4890	Exoribonuclease, phosphorolytic domain 1	https://www.orthodb.org/v10?query=309896at4890
302664at4890	Fcf2 pre-rRNA processing	https://www.orthodb.org/v10?query=302664at4890
300456at4890	Eukaryotic translation initiation factor 5A	https://www.orthodb.org/v10?query=300456at4890
94131at4890	Prolyl-tRNA synthetase	https://www.orthodb.org/v10?query=94131at4890
66003at4890	Methionyl-tRNA synthetase	https://www.orthodb.org/v10?query=66003at4890
248680at4890	Ribosome assembly factor mrt4	https://www.orthodb.org/v10?query=248680at4890
82018at4890	Nucleolar GTP-binding protein 1	https://www.orthodb.org/v10?query=82018at4890
331726at4890	DHHA2 domain	https://www.orthodb.org/v10?query=331726at4890
56094at4890	DNA replication licensing factor MCM7	https://www.orthodb.org/v10?query=56094at4890
27756at4890	Importin alpha re-exporter	https://www.orthodb.org/v10?query=27756at4890
299548at4890	Transcription elongation factor S-II	https://www.orthodb.org/v10?query=299548at4890
96539at4890	GPI inositol-deacylase	https://www.orthodb.org/v10?query=96539at4890
184194at4890	Protein kinase domain	https://www.orthodb.org/v10?query=184194at4890
235543at4890	Protein HGH1 N-terminal	https://www.orthodb.org/v10?query=235543at4890
162810at4890	obg family GTPase CgtA	https://www.orthodb.org/v10?query=162810at4890
202577at4890	DNA-directed RNA polymerase III subunit RPC6	https://www.orthodb.org/v10?query=202577at4890
262708at4890	mitochondrial carrier	https://www.orthodb.org/v10?query=262708at4890
216344at4890	Ubiquitin carboxyl-terminal hydrolase	https://www.orthodb.org/v10?query=216344at4890
158617at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=158617at4890
339653at4890	Protein of unknown function DUF3128	https://www.orthodb.org/v10?query=339653at4890
218881at4890	IMP-specific 5'-nucleotidase 1	https://www.orthodb.org/v10?query=218881at4890
78159at4890	Uncharacterised protein family UPF0061	https://www.orthodb.org/v10?query=78159at4890
230608at4890	RNA-binding domain superfamily	https://www.orthodb.org/v10?query=230608at4890
8846at4890	Nucleoporin, Nup133/Nup155-like, C-terminal	https://www.orthodb.org/v10?query=8846at4890
337574at4890	Blocked early in transport 1	https://www.orthodb.org/v10?query=337574at4890
19415at4890	FACT complex subunit spt16	https://www.orthodb.org/v10?query=19415at4890
94700at4890	asparagine synthase (glutamine-hydrolyzing)	https://www.orthodb.org/v10?query=94700at4890
243083at4890	Chromosome transmission fidelity protein 4	https://www.orthodb.org/v10?query=243083at4890
239792at4890	Mitochondrial carrier protein	https://www.orthodb.org/v10?query=239792at4890
230898at4890	V-type proton ATPase subunit C	https://www.orthodb.org/v10?query=230898at4890
281016at4890	kinase-like protein	https://www.orthodb.org/v10?query=281016at4890
357964at4890	LSM domain, eukaryotic/archaea-type	https://www.orthodb.org/v10?query=357964at4890
101016at4890	GPI transamidase component GAA1	https://www.orthodb.org/v10?query=101016at4890
37491at4890	DNA repair protein	https://www.orthodb.org/v10?query=37491at4890
214133at4890	Septin	https://www.orthodb.org/v10?query=214133at4890
45805at4890	Armadillo-type fold	https://www.orthodb.org/v10?query=45805at4890
185772at4890	Mitochondrial ribosomal protein	https://www.orthodb.org/v10?query=185772at4890
217058at4890	RNA polymerase II transcription factor B subunit 2	https://www.orthodb.org/v10?query=217058at4890
231869at4890	Replication factor C subunit 4	https://www.orthodb.org/v10?query=231869at4890
94241at4890	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=94241at4890
3557at4890	Phosphatidylinositol 3-/4-kinase, catalytic domain	https://www.orthodb.org/v10?query=3557at4890
84105at4890	tRNA pseudouridine synthase	https://www.orthodb.org/v10?query=84105at4890
127337at4890	Nitrogen permease regulator 2	https://www.orthodb.org/v10?query=127337at4890
143298at4890	ENTH/VHS	https://www.orthodb.org/v10?query=143298at4890
189623at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=189623at4890
3339at4890	THO complex subunit 2	https://www.orthodb.org/v10?query=3339at4890
172055at4890	Flap endonuclease 1	https://www.orthodb.org/v10?query=172055at4890
25857at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=25857at4890
152140at4890	putative glutamine amidotransferase DUG3	https://www.orthodb.org/v10?query=152140at4890
193784at4890	Saccharopine dehydrogenase 	https://www.orthodb.org/v10?query=193784at4890
171960at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=171960at4890
218776at4890	Transaldolase	https://www.orthodb.org/v10?query=218776at4890
130309at4890	EF-hand domain	https://www.orthodb.org/v10?query=130309at4890
364351at4890	54S ribosomal protein L31, mitochondrial	https://www.orthodb.org/v10?query=364351at4890
275223at4890	Mitochondrial ribosomal protein MRP51, fungi	https://www.orthodb.org/v10?query=275223at4890
17730at4890	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=17730at4890
17020at4890	Ubiquitin carboxyl-terminal hydrolase	https://www.orthodb.org/v10?query=17020at4890
114374at4890	Dynamin, GTPase domain	https://www.orthodb.org/v10?query=114374at4890
259169at4890	1-(5-phosphoribosyl)-5-	https://www.orthodb.org/v10?query=259169at4890
278070at4890	Proteasome subunit beta	https://www.orthodb.org/v10?query=278070at4890
341003at4890	Peroxisomal biogenesis factor 2	https://www.orthodb.org/v10?query=341003at4890
203227at4890	S-formylglutathione hydrolase	https://www.orthodb.org/v10?query=203227at4890
204180at4890	Mitochondrial oxaloacetate transport protein	https://www.orthodb.org/v10?query=204180at4890
90145at4890	Cell division control protein 45	https://www.orthodb.org/v10?query=90145at4890
354684at4890	zf-DNL-domain-containing protein	https://www.orthodb.org/v10?query=354684at4890
303599at4890	Leucine-rich repeat	https://www.orthodb.org/v10?query=303599at4890
290598at4890	zf-C2HC5-domain-containing protein	https://www.orthodb.org/v10?query=290598at4890
316956at4890	HAD superfamily	https://www.orthodb.org/v10?query=316956at4890
65701at4890	Exocyst complex component Sec3, C-terminal	https://www.orthodb.org/v10?query=65701at4890
249890at4890	Dbl homology (DH) domain	https://www.orthodb.org/v10?query=249890at4890
315057at4890	prefoldin, alpha subunit	https://www.orthodb.org/v10?query=315057at4890
85711at4890	Translation initiation factor eIF-2B subunit epsilon	https://www.orthodb.org/v10?query=85711at4890
256494at4890	Ribonuclease P complex subunit Pop2, putative	https://www.orthodb.org/v10?query=256494at4890
250347at4890	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=250347at4890
277312at4890	Ribonuclease P protein subunit	https://www.orthodb.org/v10?query=277312at4890
187847at4890	Valyl-tRNA synthetase	https://www.orthodb.org/v10?query=187847at4890
227580at4890	tubulin nucleotide-binding domain-like protein	https://www.orthodb.org/v10?query=227580at4890
41603at4890	UDP-glucose	https://www.orthodb.org/v10?query=41603at4890
334197at4890	NAP family protein	https://www.orthodb.org/v10?query=334197at4890
329638at4890	ER membrane protein complex subunit 4	https://www.orthodb.org/v10?query=329638at4890
309099at4890	Pre-mRNA-splicing factor spp2	https://www.orthodb.org/v10?query=309099at4890
299845at4890	ribosomal protein L1	https://www.orthodb.org/v10?query=299845at4890
90850at4890	Armadillo-type fold	https://www.orthodb.org/v10?query=90850at4890
190878at4890	Acetyltransferase component of pyruvate dehydrogenase complex	https://www.orthodb.org/v10?query=190878at4890
155933at4890	Serine/threonine-protein phosphatase	https://www.orthodb.org/v10?query=155933at4890
240673at4890	Mitochondrial carrier	https://www.orthodb.org/v10?query=240673at4890
32165at4890	Coatomer subunit beta'	https://www.orthodb.org/v10?query=32165at4890
253252at4890	EXS, C-terminal	https://www.orthodb.org/v10?query=253252at4890
365938at4890	Kinetochore protein spc24	https://www.orthodb.org/v10?query=365938at4890
69345at4890	Phosphatidylserine decarboxylase proenzyme 2	https://www.orthodb.org/v10?query=69345at4890
218896at4890	Peptide chain release factor 1	https://www.orthodb.org/v10?query=218896at4890
229025at4890	Glutamate 5-kinase	https://www.orthodb.org/v10?query=229025at4890
135977at4890	Rgp1-domain-containing protein	https://www.orthodb.org/v10?query=135977at4890
252424at4890	SEP domain	https://www.orthodb.org/v10?query=252424at4890
353282at4890	peptide alpha-N-acetyltransferase	https://www.orthodb.org/v10?query=353282at4890
230910at4890	Nicotinate phosphoribosyltransferase	https://www.orthodb.org/v10?query=230910at4890
289359at4890	ER membrane protein complex subunit 3	https://www.orthodb.org/v10?query=289359at4890
172274at4890	Origin recognition complex subunit 2	https://www.orthodb.org/v10?query=172274at4890
19486at4890	putative importin subunit beta-4	https://www.orthodb.org/v10?query=19486at4890
